name,chara,key,webp_file,url,exists,status_code,downloaded,download_status
閃光のサーキットバースト,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriDefault_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3_Thumbnail.webp,True,200,True,200
閃光のサーキットバースト,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriDefault_R3_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3_Party.webp,True,200,True,200
閃光のサーキットバースト,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriDefault_R3.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3.webp,True,200,True,200
閃光のサーキットバースト,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
閃光のサーキットバースト,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriDefault_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3_StylePiece.webp,True,200,True,200
黎明のエモーショナル・ソウル,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriDefault_R3a_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3a_Thumbnail.webp,True,200,True,200
黎明のエモーショナル・ソウル,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriDefault_R3a_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3a_Party.webp,True,200,True,200
黎明のエモーショナル・ソウル,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriDefault_R3a.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3a.webp,True,200,True,200
黎明のエモーショナル・ソウル,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
黎明のエモーショナル・ソウル,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriDefault_R3a_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDefault_R3a_StylePiece.webp,True,200,True,200
残響のカルディナル,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriGothic_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriGothic_R3_Thumbnail.webp,True,200,True,200
残響のカルディナル,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriGothic_R3_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriGothic_R3_Party.webp,True,200,True,200
残響のカルディナル,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriGothic_R3.webp,https://assets.hbr.quest/v1/hbr/RKayamoriGothic_R3.webp,True,200,True,200
残響のカルディナル,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
残響のカルディナル,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriGothic_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriGothic_R3_StylePiece.webp,True,200,True,200
つかの間の安息,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriSwim2022_R2_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSwim2022_R2_Thumbnail.webp,True,200,True,200
つかの間の安息,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriSwim2022_R2_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSwim2022_R2_Party.webp,True,200,True,200
つかの間の安息,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriSwim2022_R2.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSwim2022_R2.webp,True,200,True,200
つかの間の安息,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
つかの間の安息,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriSwim2022_R2_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSwim2022_R2_StylePiece.webp,True,200,True,200
ナイトクルーズ・エスコート,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriAnniv2023_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriAnniv2023_R3_Thumbnail.webp,True,200,True,200
ナイトクルーズ・エスコート,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriAnniv2023_R3_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriAnniv2023_R3_Party.webp,True,200,True,200
ナイトクルーズ・エスコート,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriAnniv2023_R3.webp,https://assets.hbr.quest/v1/hbr/RKayamoriAnniv2023_R3.webp,True,200,True,200
ナイトクルーズ・エスコート,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
ナイトクルーズ・エスコート,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriAnniv2023_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriAnniv2023_R3_StylePiece.webp,True,200,True,200
The Feel of the Throne,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriCombat2023_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriCombat2023_R3_Thumbnail.webp,True,200,True,200
The Feel of the Throne,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriCombat2023_R3_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriCombat2023_R3_Party.webp,True,200,True,200
The Feel of the Throne,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriCombat2023_R3.webp,https://assets.hbr.quest/v1/hbr/RKayamoriCombat2023_R3.webp,True,200,True,200
The Feel of the Throne,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
The Feel of the Throne,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriCombat2023_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriCombat2023_R3_StylePiece.webp,True,200,True,200
白き華の歌姫,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriDiva_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDiva_R3_Thumbnail.webp,True,200,True,200
白き華の歌姫,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriDiva_R3_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDiva_R3_Party.webp,True,200,True,200
白き華の歌姫,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriDiva_R3.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDiva_R3.webp,True,200,True,200
白き華の歌姫,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
白き華の歌姫,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriDiva_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriDiva_R3_StylePiece.webp,True,200,True,200
白熱！勝利を呼ぶ一球入魂！,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriHR_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriHR_R3_Thumbnail.webp,True,200,True,200
白熱！勝利を呼ぶ一球入魂！,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriHR_R3_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriHR_R3_Party.webp,True,200,True,200
白熱！勝利を呼ぶ一球入魂！,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriHR_R3.webp,https://assets.hbr.quest/v1/hbr/RKayamoriHR_R3.webp,True,200,True,200
白熱！勝利を呼ぶ一球入魂！,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
白熱！勝利を呼ぶ一球入魂！,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriHR_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriHR_R3_StylePiece.webp,True,200,True,200
Glorious Blades,茅森 月歌 — Ruka Kayamori — ,image,RKayamoriWhiteSuit_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/RKayamoriWhiteSuit_R3_Thumbnail.webp,True,200,True,200
Glorious Blades,茅森 月歌 — Ruka Kayamori — ,strip,RKayamoriWhiteSuit_R3_Party.webp,https://assets.hbr.quest/v1/hbr/RKayamoriWhiteSuit_R3_Party.webp,True,200,True,200
Glorious Blades,茅森 月歌 — Ruka Kayamori — ,bg,RKayamoriWhiteSuit_R3.webp,https://assets.hbr.quest/v1/hbr/RKayamoriWhiteSuit_R3.webp,True,200,True,200
Glorious Blades,茅森 月歌 — Ruka Kayamori — ,chara_icon,RKayamoriSmallIcon.webp,https://assets.hbr.quest/v1/hbr/RKayamoriSmallIcon.webp,True,200,True,200
Glorious Blades,茅森 月歌 — Ruka Kayamori — ,piece.image,RKayamoriWhiteSuit_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/RKayamoriWhiteSuit_R3_StylePiece.webp,True,200,True,200
Attack or March,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiDefault_R1_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R1_Thumbnail.webp,True,200,True,200
Attack or March,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiDefault_R1_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R1_Party.webp,True,200,True,200
Attack or March,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiDefault_R1.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R1.webp,True,200,True,200
Attack or March,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
Attack or March,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiDefault_R1_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R1_StylePiece.webp,True,200,True,200
夢幻のSleeping Ocelot,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiDefault_R2_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R2_Thumbnail.webp,True,200,True,200
夢幻のSleeping Ocelot,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiDefault_R2_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R2_Party.webp,True,200,True,200
夢幻のSleeping Ocelot,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiDefault_R2.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R2.webp,True,200,True,200
夢幻のSleeping Ocelot,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
夢幻のSleeping Ocelot,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiDefault_R2_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R2_StylePiece.webp,True,200,True,200
終いのSpitfire,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiDefault_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R3_Thumbnail.webp,True,200,True,200
終いのSpitfire,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiDefault_R3_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R3_Party.webp,True,200,True,200
終いのSpitfire,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiDefault_R3.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R3.webp,True,200,True,200
終いのSpitfire,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
終いのSpitfire,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiDefault_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiDefault_R3_StylePiece.webp,True,200,True,200
夏椿、けうらなる夜光星,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiYukata2022_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiYukata2022_R3_Thumbnail.webp,True,200,True,200
夏椿、けうらなる夜光星,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiYukata2022_R3_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiYukata2022_R3_Party.webp,True,200,True,200
夏椿、けうらなる夜光星,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiYukata2022_R3.webp,https://assets.hbr.quest/v1/hbr/YIzumiYukata2022_R3.webp,True,200,True,200
夏椿、けうらなる夜光星,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
夏椿、けうらなる夜光星,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiYukata2022_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiYukata2022_R3_StylePiece.webp,True,200,True,200
ナイトクルーズ・アテンダント,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiAnniv2023_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiAnniv2023_R3_Thumbnail.webp,True,200,True,200
ナイトクルーズ・アテンダント,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiAnniv2023_R3_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiAnniv2023_R3_Party.webp,True,200,True,200
ナイトクルーズ・アテンダント,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiAnniv2023_R3.webp,https://assets.hbr.quest/v1/hbr/YIzumiAnniv2023_R3.webp,True,200,True,200
ナイトクルーズ・アテンダント,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
ナイトクルーズ・アテンダント,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiAnniv2023_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiAnniv2023_R3_StylePiece.webp,True,200,True,200
KETSUの休日,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiSwim2023_R2_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiSwim2023_R2_Thumbnail.webp,True,200,True,200
KETSUの休日,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiSwim2023_R2_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiSwim2023_R2_Party.webp,True,200,True,200
KETSUの休日,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiSwim2023_R2.webp,https://assets.hbr.quest/v1/hbr/YIzumiSwim2023_R2.webp,True,200,True,200
KETSUの休日,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
KETSUの休日,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiSwim2023_R2_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiSwim2023_R2_StylePiece.webp,True,200,True,200
踊るリンカネーション,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiBeauty_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiBeauty_R3_Thumbnail.webp,True,200,True,200
踊るリンカネーション,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiBeauty_R3_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiBeauty_R3_Party.webp,True,200,True,200
踊るリンカネーション,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiBeauty_R3.webp,https://assets.hbr.quest/v1/hbr/YIzumiBeauty_R3.webp,True,200,True,200
踊るリンカネーション,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
踊るリンカネーション,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiBeauty_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiBeauty_R3_StylePiece.webp,True,200,True,200
君を待つ紅玉,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiSnowWhite_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiSnowWhite_R3_Thumbnail.webp,True,200,True,200
君を待つ紅玉,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiSnowWhite_R3_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiSnowWhite_R3_Party.webp,True,200,True,200
君を待つ紅玉,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiSnowWhite_R3.webp,https://assets.hbr.quest/v1/hbr/YIzumiSnowWhite_R3.webp,True,200,True,200
君を待つ紅玉,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
君を待つ紅玉,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiSnowWhite_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiSnowWhite_R3_StylePiece.webp,True,200,True,200
傍らのプリンセス,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,image,YIzumiCombat2023_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/YIzumiCombat2023_R3_Thumbnail.webp,True,200,True,200
傍らのプリンセス,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,strip,YIzumiCombat2023_R3_Party.webp,https://assets.hbr.quest/v1/hbr/YIzumiCombat2023_R3_Party.webp,True,200,True,200
傍らのプリンセス,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,bg,YIzumiCombat2023_R3.webp,https://assets.hbr.quest/v1/hbr/YIzumiCombat2023_R3.webp,True,200,True,200
傍らのプリンセス,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,chara_icon,YIzumiSmallIcon.webp,https://assets.hbr.quest/v1/hbr/YIzumiSmallIcon.webp,True,200,True,200
傍らのプリンセス,和泉 ユキ — Yuki Izumi — ユッキー Yukkii,piece.image,YIzumiCombat2023_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/YIzumiCombat2023_R3_StylePiece.webp,True,200,True,200
Plain or Wild,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,image,MAikawaDefault_R1_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R1_Thumbnail.webp,True,200,True,200
Plain or Wild,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,strip,MAikawaDefault_R1_Party.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R1_Party.webp,True,200,True,200
Plain or Wild,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,bg,MAikawaDefault_R1.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R1.webp,True,200,True,200
Plain or Wild,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,chara_icon,MAikawaSmallIcon.webp,https://assets.hbr.quest/v1/hbr/MAikawaSmallIcon.webp,True,200,True,200
Plain or Wild,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,piece.image,MAikawaDefault_R1_StylePiece.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R1_StylePiece.webp,True,200,True,200
Impact Stream,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,image,MAikawaDefault_R2_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R2_Thumbnail.webp,True,200,True,200
Impact Stream,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,strip,MAikawaDefault_R2_Party.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R2_Party.webp,True,200,True,200
Impact Stream,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,bg,MAikawaDefault_R2.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R2.webp,True,200,True,200
Impact Stream,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,chara_icon,MAikawaSmallIcon.webp,https://assets.hbr.quest/v1/hbr/MAikawaSmallIcon.webp,True,200,True,200
Impact Stream,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,piece.image,MAikawaDefault_R2_StylePiece.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R2_StylePiece.webp,True,200,True,200
Ikki Burst Strike,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,image,MAikawaDefault_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R3_Thumbnail.webp,True,200,True,200
Ikki Burst Strike,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,strip,MAikawaDefault_R3_Party.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R3_Party.webp,True,200,True,200
Ikki Burst Strike,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,bg,MAikawaDefault_R3.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R3.webp,True,200,True,200
Ikki Burst Strike,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,chara_icon,MAikawaSmallIcon.webp,https://assets.hbr.quest/v1/hbr/MAikawaSmallIcon.webp,True,200,True,200
Ikki Burst Strike,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,piece.image,MAikawaDefault_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/MAikawaDefault_R3_StylePiece.webp,True,200,True,200
一夜の夢,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,image,MAikawaPrecious_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/MAikawaPrecious_R3_Thumbnail.webp,True,200,True,200
一夜の夢,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,strip,MAikawaPrecious_R3_Party.webp,https://assets.hbr.quest/v1/hbr/MAikawaPrecious_R3_Party.webp,True,200,True,200
一夜の夢,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,bg,MAikawaPrecious_R3.webp,https://assets.hbr.quest/v1/hbr/MAikawaPrecious_R3.webp,True,200,True,200
一夜の夢,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,chara_icon,MAikawaSmallIcon.webp,https://assets.hbr.quest/v1/hbr/MAikawaSmallIcon.webp,True,200,True,200
一夜の夢,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,piece.image,MAikawaPrecious_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/MAikawaPrecious_R3_StylePiece.webp,True,200,True,200
心、躍るFuel,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,image,MAikawaMaiden_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/MAikawaMaiden_R3_Thumbnail.webp,True,200,True,200
心、躍るFuel,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,strip,MAikawaMaiden_R3_Party.webp,https://assets.hbr.quest/v1/hbr/MAikawaMaiden_R3_Party.webp,True,200,True,200
心、躍るFuel,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,bg,MAikawaMaiden_R3.webp,https://assets.hbr.quest/v1/hbr/MAikawaMaiden_R3.webp,True,200,True,200
心、躍るFuel,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,chara_icon,MAikawaSmallIcon.webp,https://assets.hbr.quest/v1/hbr/MAikawaSmallIcon.webp,True,200,True,200
心、躍るFuel,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,piece.image,MAikawaMaiden_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/MAikawaMaiden_R3_StylePiece.webp,True,200,True,200
トワイライト・グロース,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,image,MAikawaSuite_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/MAikawaSuite_R3_Thumbnail.webp,True,200,True,200
トワイライト・グロース,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,strip,MAikawaSuite_R3_Party.webp,https://assets.hbr.quest/v1/hbr/MAikawaSuite_R3_Party.webp,True,200,True,200
トワイライト・グロース,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,bg,MAikawaSuite_R3.webp,https://assets.hbr.quest/v1/hbr/MAikawaSuite_R3.webp,True,200,True,200
トワイライト・グロース,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,chara_icon,MAikawaSmallIcon.webp,https://assets.hbr.quest/v1/hbr/MAikawaSmallIcon.webp,True,200,True,200
トワイライト・グロース,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,piece.image,MAikawaSuite_R3_StylePiece.webp,https://assets.hbr.quest/v1/hbr/MAikawaSuite_R3_StylePiece.webp,True,200,True,200
ネバーエンド・サマー,逢川 めぐみ — Megumi Aikawa — めぐみん Megumin,image,MAikawaSwim2024_R3_Thumbnail.webp,https://assets.hbr.quest/v1/hbr/MAikawaSwim2024_R3_Thumbnail.webp,True,200,True,200
